ID;DATAFLOW;COUNTRY;Reference area;PROVIDER;Health care provider;TIME_PERIOD;OBS_VALUE
SI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP6;Providers of preventive care;2017;0,623
SI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP6;Providers of preventive care;2018;0,653
SI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP6;Providers of preventive care;2019;0,645
SI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP6;Providers of preventive care;2020;0,71
SI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP6;Providers of preventive care;2021;0,6
DK_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2012;1,025
DK_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2013;1,098
DK_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2014;1,147
DK_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2015;1,269
DK_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2016;1,393
DK_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2017;1,401
DK_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2018;1,308
DK_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2019;1,285
DK_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2020;1,72
DK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2021;3,308
DK_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP6;Providers of preventive care;2022;2,314
MT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP6;Providers of preventive care;2014;1,168
MT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP6;Providers of preventive care;2015;1,078
MT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP6;Providers of preventive care;2016;1,061
MT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP6;Providers of preventive care;2017;1,058
MT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP6;Providers of preventive care;2018;1,004
MT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP6;Providers of preventive care;2019;0,884
MT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP6;Providers of preventive care;2020;0,84
PT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2012;0,107
PT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2013;0,133
PT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2014;0,12
PT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2015;0,119
PT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2016;0,121
PT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2017;0,112
PT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2018;0,113
PT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2019;0,116
PT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2020;0,105
PT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP6;Providers of preventive care;2021;0,129
SE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2012;1,575
SE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2013;1,566
SE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2014;1,427
SE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2015;1,616
SE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2016;1,603
SE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2017;1,656
SE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2018;1,743
SE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2019;1,535
SE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2020;1,772
SE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SE;Sweden;HP6;Providers of preventive care;2021;3,272
CH_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2012;1,195
CH_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2013;1,518
CH_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2014;1,265
CH_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2015;1,296
CH_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2016;1,246
CH_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2017;1,244
CH_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2018;1,303
CH_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2019;1,26
CH_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2020;1,632
CH_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP6;Providers of preventive care;2021;2,705
ES_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2012;0,763
ES_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2013;0,757
ES_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2014;0,73
ES_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2015;0,699
ES_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2016;0,768
ES_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2017;0,752
ES_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2018;0,728
ES_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2019;0,721
ES_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2020;1,501
ES_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP6;Providers of preventive care;2021;1,987
DE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2012;0,764
DE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2013;0,774
DE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2014;0,807
DE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2015;0,816
DE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2016;0,83
DE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2017;0,842
DE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2018;0,828
DE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2019;0,81
DE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2020;0,85
DE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP6;Providers of preventive care;2021;3,227
EE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2012;0,807
EE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2013;0,601
EE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2014;0,623
EE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2015;1,089
EE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2016;1,193
EE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2017;1,233
EE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2018;0,952
EE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2019;1,03
EE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2020;1,12
EE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP6;Providers of preventive care;2021;0,657
SK_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2012;1,109
SK_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2013;1,111
SK_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2014;1,476
SK_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2015;1,816
SK_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2016;0,566
SK_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2017;0,598
SK_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2018;0,583
SK_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2019;0,615
SK_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2020;0,83
SK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP6;Providers of preventive care;2021;1,412
RO_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2012;0,449
RO_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2013;0,496
RO_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2014;0,417
RO_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2015;0,435
RO_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2016;0,341
RO_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2017;0,317
RO_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2018;0,275
RO_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2019;0,286
RO_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2020;0,228
RO_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HP6;Providers of preventive care;2021;0,2
PL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2012;1,449
PL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2013;0,127
PL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2014;0,131
PL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2015;0,147
PL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2016;0,187
PL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2017;0,258
PL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2018;0,241
PL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2019;0,21
PL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2020;0,533
PL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP6;Providers of preventive care;2021;0,503
IE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2012;1,279
IE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2013;1,247
IE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2014;1,228
IE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2015;1,179
IE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2016;1,154
IE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2017;1,211
IE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2018;1,204
IE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2019;1,249
IE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2020;1,959
IE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2021;4,131
IE_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP6;Providers of preventive care;2022;4,128
FI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2012;0,94
FI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2013;0,968
FI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2014;0,945
FI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2015;0,889
FI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2016;0,895
FI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2017;0,884
FI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2018;0,893
FI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2019;0,847
FI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2020;0,813
FI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP7;Providers of healthcare system administration and financing;2021;0,755
AT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2012;3,955
AT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2013;4,055
AT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2014;4,071
AT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2015;4,062
AT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2016;4,081
AT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2017;3,979
AT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2018;3,982
AT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2019;4,044
AT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2020;3,939
AT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP7;Providers of healthcare system administration and financing;2021;3,663
CZ_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2012;2,769
CZ_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2013;2,724
CZ_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2014;2,585
CZ_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2015;2,509
CZ_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2016;2,403
CZ_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2017;2,289
CZ_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2018;2,273
CZ_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2019;2,271
CZ_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2020;2,052
CZ_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP7;Providers of healthcare system administration and financing;2021;2,018
MT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP7;Providers of healthcare system administration and financing;2014;4,016
MT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP7;Providers of healthcare system administration and financing;2015;4,379
MT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP7;Providers of healthcare system administration and financing;2016;4,703
MT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP7;Providers of healthcare system administration and financing;2017;3,068
MT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP7;Providers of healthcare system administration and financing;2018;3,022
MT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP7;Providers of healthcare system administration and financing;2019;2,333
MT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP7;Providers of healthcare system administration and financing;2020;2,854
FR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2012;5,865
FR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2013;5,984
FR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2014;6,025
FR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2015;5,926
FR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2016;5,876
FR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2017;5,817
FR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2018;5,774
FR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2019;5,61
FR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2020;5,405
FR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP7;Providers of healthcare system administration and financing;2021;5,004
IT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2012;1,567
IT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2013;1,404
IT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2014;1,311
IT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2015;1,402
IT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2016;1,592
IT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2017;1,66
IT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2018;1,625
IT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2019;1,626
IT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2020;1,678
IT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2021;1,71
IT_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP7;Providers of healthcare system administration and financing;2022;1,734
NL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2012;4,502
NL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2013;4,526
NL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2014;4,647
NL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2015;4,606
NL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2016;4,419
NL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2017;4,309
NL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2018;4,236
NL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2019;4,18
NL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2020;4,334
NL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2021;4,117
NL_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP7;Providers of healthcare system administration and financing;2022;4,176
SK_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2012;3,299
SK_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2013;3,34
SK_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2014;4,138
SK_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2015;3,19
SK_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2016;3,428
SK_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2017;3,547
SK_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2018;3,697
SK_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2019;3,695
SK_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2020;3,862
SK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP7;Providers of healthcare system administration and financing;2021;7,979
EE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP7;Providers of healthcare system administration and financing;2012;2,258
EE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP7;Providers of healthcare system administration and financing;2013;1,929
EE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP7;Providers of healthcare system administration and financing;2014;2,168
EE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP7;Providers of healthcare system administration and financing;2015;1,799
EE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP7;Providers of healthcare system administration and financing;2016;1,478
EE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP7;Providers of healthcare system administration and financing;2017;1,464
